Code,BirthYear,DeathYear,DeathMonth,DeathType,AgeWhenDied,FirstWinterSurvival
TSL04,2004,2004,5,D,0,0
TSU07,2007,2010,7,S,3,1
TSU10,2010,2016,1,S,6,1
TSU11,2011,2011,5,Q,0,0
TSU13,2013,2013,5,Q,0,0
TSU14,2014,2014,6,Q,0,0
TSU15,2015,2017,1,S,2,1
TSU16,2016,2018,1,S,2,1
TTL04,2004,2013,11,S,9,1
TTL06,2006,2020,,Q,14,1
TTL08,2008,2010,10,S,2,1
TTL09,2009,2017,10,S,8,1
TTL12,2012,2017,9,S,5,1
TTL14,2014,2015,12,S,1,1
TUFTY,2001,2011,10,R,10,1
TUI08,2008,2008,7,Q,0,0
TUI12,2012,2017,1,Q,5,1
TUI13,2013,2013,11,S,0,0
TUR83,1983,2000,1,N,17,1
TUR85,1985,2000,3,N,15,1
TUR87,1987,1993,,Q,6,1
TUR92,1992,1993,2,N,1,0
TURKS,1987,2000,,Q,13,1
TURPL,1989,2002,,Q,13,1
TUS01,2001,2005,12,S,4,1
TUS03,2003,2004,2,S,1,
TUS95,1995,1995,6,D,0,0
TUS96,1996,2001,10,S,5,1
TUS97,1997,2013,7,S,16,1
TUS99,1999,2002,7,S,3,1
TWA01,2001,2002,2,N,1,0
TWE90,1990,1990,6,A,0,0
TWE91,1991,1993,3,N,2,1
TWE92,1992,1992,6,Q,0,0
TWE93,1993,2000,4,N,7,1
TWE95,1995,1996,1,N,1,0
TWI84,1984,1984,5,Q,0,0
TWI85,1985,1989,12,S,4,1
TWI86,1986,1990,9,N,4,1
TWIGY,2003,2009,,Q,6,1
TWINK,1962,1975,2,N,13,1
TWIST,1967,1976,8,S,9,1
TWST2,1994,2008,3,N,14,1
TWX06,2006,2019,,Q,13,1
TWX08,2008,2022,2,S,14,1
TYS79,1979,1980,3,N,1,0
TYS81,1981,1982,3,N,1,0
TYS82,1982,1982,7,E,0,0
TYS83,1983,1999,3,N,16,1
TYS84,1984,1986,4,N,2,1
TYS85,1985,1996,12,N,11,1
TYS87,1987,1988,3,N,1,0
TYS89,1989,2004,3,N,15,1
UHA14,2014,2023,9,R,9,1
UHU21,2021,2022,2,N,1,0
UKL04,2004,2004,5,Q,0,0
UKL05,2005,2012,8,S,7,1
UKL06,2006,2011,2,Q,5,1
UKL08,2008,2016,10,S,8,1
UKL09,2009,2012,8,S,3,1
UKL12,2012,2022,,Q,10,1
UKL13,2013,2013,6,Q,0,0
UKL14,2014,2020,9,S,6,1
ULU10,2010,2012,1,N,2,1
ULU12,2012,2018,9,S,6,1
ULU15,2015,2022,9,S,7,1
ULU16,2016,2020,10,S,4,1
ULU19,2019,2019,11,S,0,0
UMB80,1980,1995,2,N,15,1
UMB82,1982,1983,3,N,1,0
UMB83,1983,1983,6,D,0,0
UMB84,1984,1997,3,N,13,1
UMB85,1985,1986,3,N,1,0
UMB87,1987,1987,7,Q,0,0
UMB88,1988,1989,1,N,1,0
UPR68,1968,1983,3,N,15,1
UPR71,1971,1986,3,N,15,1
UPR72,1972,1984,3,N,12,1
UPR73,1973,1979,11,A,6,1
UPR74,1974,1988,10,A,14,1
UPR75,1975,1986,2,N,11,1
UPR76,1976,1978,10,S,2,1
UPR78,1978,1992,2,N,14,1
UPRHI,1962,1979,5,N,17,1
UPT70,1970,1980,1,N,10,1
UPT71,1971,1982,2,N,11,1
UPT72,1972,1973,3,N,1,0
UPT74,1974,1986,3,N,12,1
UPT75,1975,1976,4,N,1,0
UPT76,1976,1986,4,N,10,1
UPT77,1977,1985,3,N,8,1
UPT78,1978,1993,2,N,15,1
UPT79,1979,1994,3,N,15,1
UPT80,1980,1982,2,N,2,1
UPT82,1982,1989,6,C,7,1
UPTUR,1967,1983,9,A,16,1
URC11,2011,2012,3,N,1,0
URC13,2013,2023,1,N,10,1
URC16,2016,2017,2,N,1,0
URC18,2018,2019,3,N,1,0
USAIN,2004,2009,,Q,5,1
USHAS,1968,1982,1,N,14,1
USS10,2010,2011,4,N,1,0
USS15,2015,2018,1,N,3,1
USS18,2018,2018,6,Q,0,0
USS21,2021,2021,10,N,0,0
UTE17,2017,2017,6,B,0,0
UZH21,2021,2022,5,N,1,1
VASES,1972,1983,1,N,11,1
VEC19,2019,2019,12,S,0,0
VEL20,2020,2021,2,N,1,0
VEL21,2021,2022,1,N,1,0
VEL22,2022,2023,1,N,1,0
VEN94,1994,1997,8,S,3,1
VEN95,1995,1996,3,N,1,0
VEN96,1996,1996,10,S,0,0
VER74,1974,1987,3,N,13,1
VER75,1975,1975,5,D,0,0
VER76,1976,1976,6,D,0,0
VER78,1978,1992,1,N,14,1
VER79,1979,1993,1,N,14,1
VER80,1980,1982,3,N,2,1
VER81,1981,1993,3,N,12,1
VER82,1982,1983,4,N,1,0
VER83,1983,1984,1,A,1,0
VER84,1984,1995,7,Q,11,1
VER85,1985,1985,2,B,0,0
VES07,2007,2009,3,N,2,1
VES08,2008,2009,5,N,1,1
VES09,2009,2009,7,Q,0,0
VES12,2012,2013,5,N,1,1
VES13,2013,2014,3,N,1,0
VES14,2014,2014,6,D,0,0
VES16,2016,2016,6,Q,0,0
VES17,2017,2017,5,B,0,0
VES18,2018,2018,6,B,0,0
VIC78,1978,1989,3,N,11,1
VIC80,1980,1991,8,S,11,1
VICTO,1963,1976,3,N,13,1
VIL22,2022,2022,5,Q,0,0
VIL23,2023,2023,5,B,0,0
VIN88,1988,2001,5,N,13,1
VIN91,1991,1996,11,S,5,1
VIN93,1993,1996,10,S,3,1
VIN95,1995,1997,1,S,2,1
VIN97,1997,1998,12,S,1,1
VIN99,1999,2000,9,S,1,1
VINCE,1971,1979,8,S,8,1
VIO89,1989,2007,1,N,18,1
VIO90,1990,1991,4,N,1,0
VIO92,1992,1993,2,N,1,0
VIO94,1994,1994,6,D,0,0
VIO95,1995,1995,6,D,0,0
VIO96,1996,2008,8,Q,12,1
VIO97,1997,2012,2,N,15,1
VIO99,1999,1999,4,,0,0
VIP14,2014,2015,3,N,1,0
VIP16,2016,2018,9,S,2,1
VIP18,2018,2022,8,S,4,1
VIP22,2022,2023,4,N,1,0
VIX79,1979,1980,2,N,1,0
VIX80,1980,1981,1,N,1,0
VIX82,1982,1983,3,N,1,0
VIX84,1984,1986,3,N,2,1
VIX86,1986,1987,1,N,1,0
VNG95,1995,1997,8,S,2,1
VNL06,2006,2007,4,N,1,0
VNL09,2009,2009,5,Q,0,0
VNL13,2013,2015,3,N,2,1
VNS06,2006,2010,12,S,4,1
VNS07,2007,2008,2,N,1,0
VNS09,2009,2022,9,S,13,1
VNS13,2013,2020,9,S,7,1
VNS15,2015,2015,6,E,0,0
VNT15,2015,2018,12,S,3,1
VOR17,2017,2018,3,N,1,0
VOR18,2018,2019,1,S,1,
WAD00,2000,2000,11,S,0,0
WAG01,2001,2002,3,N,1,0
WAG03,2003,2005,3,N,2,1
WAG04,2004,2005,1,N,1,0
WAG07,2007,2007,12,N,0,0
WAG95,1995,2008,4,N,13,1
WAG96,1996,2012,1,N,16,1
WAG97,1997,2001,1,S,4,1
WAG98,1998,2010,9,S,12,1
WAG99,1999,2005,7,S,6,1
WAL00,2000,2002,3,N,2,1
WAL01,2001,2001,6,Q,0,0
WAL02,2002,2019,2,N,17,1
WAL03,2003,2016,10,R,13,1
WAL04,2004,2005,3,N,1,0
WAL05,2005,2005,6,A,0,0
WAL06,2006,2018,5,N,12,1
WAL07,2007,2008,3,N,1,0
WAL08,2008,2009,3,N,1,0
WAL09,2009,2010,3,N,1,0
WAL10,2010,2010,6,Q,0,0
WAL13,2013,2013,5,W,0,0
WAL99,1999,2000,3,N,1,0
WAN83,1983,1988,3,N,5,1
WAN86,1986,1990,11,S,4,1
WAN87,1987,1991,9,S,4,1
WAN90,1990,1998,7,S,8,1
WAN91,1991,1993,3,N,2,1
WAS10,2010,2018,6,G,8,1
WAS12,2012,2012,6,Q,0,0
WAX80,1980,1992,2,N,12,1
WAX82,1982,1982,5,Q,0,0
WAX83,1983,1991,7,S,8,1
WAX84,1984,1985,2,N,1,0
WAX85,1985,1995,8,Q,10,1
WAX90,1990,1990,5,A,0,0
WBEYS,2004,2014,,Q,10,1
WEA17,2017,2017,12,S,0,0
WEE81,1981,1981,6,Q,0,0
WEE82,1982,1982,6,B,0,0
WEE83,1983,1983,6,Q,0,0
WEE84,1984,1985,3,N,1,0
WEE85,1985,1999,3,N,14,1
WEE87,1987,1989,4,N,2,1
WEE89,1989,1990,3,N,1,0
WHA82,1982,1983,4,N,1,0
WHA83,1983,1995,2,N,12,1
WHA84,1984,1986,5,N,2,1
WHA86,1986,1987,4,N,1,0
WHA87,1987,2001,2,N,14,1
WHA89,1989,2002,5,N,13,1
WHA91,1991,1993,1,N,2,1
WHA92,1992,1992,3,,0,0
WHE77,1977,1989,11,N,12,1
WHE79,1979,1981,2,N,2,1
WHE82,1982,1983,3,N,1,0
WHE83,1983,1984,3,N,1,0
WHE84,1984,1996,1,N,12,1
WHE86,1986,1987,5,N,1,1
WHE88,1988,1988,10,Q,0,0
WHF07,2007,2018,12,N,11,1
WHF12,2012,2018,8,S,6,1
WHI72,1972,1982,4,N,10,1
WHI73,1973,1990,3,N,17,1
WHI75,1975,1975,7,A,0,0
WHI76,1976,1992,11,S,16,1
WHI77,1977,1979,3,N,2,1
WHI79,1979,1982,3,N,3,1
WHI81,1981,1981,5,Q,0,0
WHI82,1982,1983,1,N,1,0
WHIGR,1969,1983,2,N,14,1
WHINO,1975,1980,9,Q,5,1
WHO78,1978,1978,5,Q,0,0
WHO79,1979,1986,3,N,7,1
WHO81,1981,1982,3,N,1,0
WHO83,1983,1986,10,Q,3,1
WHO85,1985,1986,2,N,1,0
WHO87,1987,1987,6,D,0,0
WHO88,1988,1989,3,N,1,0
WHS83,1983,1984,3,N,1,0
WHS84,1984,1986,1,N,2,1
WHS85,1985,1986,3,N,1,0
WHS87,1987,1989,3,N,2,1
WHS88,1988,1989,3,N,1,0
WHS90,1990,1994,12,S,4,1
WHS91,1991,1992,2,N,1,0
WHS92,1992,1992,4,,0,0
WHZ00,2000,2005,11,S,5,1
WHZ02,2002,2015,3,N,13,1
WHZ03,2003,2005,3,N,2,1
WHZ05,2005,2009,9,S,4,1
WHZ07,2007,2008,2,N,1,0
WHZ10,2010,2011,3,N,1,0
WHZ98,1998,1999,3,N,1,0
WIC13,2013,2018,11,S,5,1
WIC16,2016,2016,9,N,0,0
WIC17,2017,2018,3,N,1,0
WIC19,2019,2023,9,S,4,1
WIC20,2020,2022,5,N,2,1
WIC21,2021,2022,4,N,1,0
WID74,1974,1979,3,N,5,1
WID75,1975,1983,3,N,8,1
WID81,1981,1989,1,N,8,1
WID85,1985,1996,10,Q,11,1
WIG80,1980,1980,6,E,0,0
WIG81,1981,1982,3,N,1,0
WIG83,1983,1984,3,N,1,0
WIG85,1985,2000,1,N,15,1
WIG87,1987,1987,6,Q,0,0
WIG88,1988,1989,2,N,1,0
WIL89,1989,1990,2,N,1,0
WIL91,1991,1991,6,Q,0,0
WIL92,1992,1993,2,N,1,0
WILLS,1965,1974,8,S,9,1
WILTS,1998,2013,8,S,15,1
WINDY,1995,2002,,Q,7,1
WIRES,1990,2000,,Q,10,1
WIS03,2003,2009,10,S,6,1
WIS04,2004,2010,11,S,6,1
WIS06,2006,2021,3,N,15,1
WIS10,2010,2010,12,Q,0,0
WLK13,2013,2014,3,N,1,0
WLK14,2014,2015,3,N,1,0
WLK15,2015,2016,4,N,1,0
WLK16,2016,2017,2,N,1,0
WLK20,2020,2022,3,N,2,1
WLK22,2022,2022,11,N,0,0
WLL12,2012,2014,1,S,2,1
WOD88,1988,1989,3,N,1,0
WOD90,1990,2001,,Q,11,1
WOD91,1991,1992,3,N,1,0
WOD92,1992,1993,2,N,1,0
WOD94,1994,2000,11,S,6,1
WOD96,1996,2005,9,A,9,1
WOD98,1998,1999,4,N,1,0
WONKY,2003,2010,,Q,7,1
WOO85,1985,1985,7,Q,0,0
WRE00,2000,2011,7,S,11,1
WRE03,2003,2005,8,S,2,1
WRE05,2005,2005,6,Q,0,0
WRE07,2007,2018,4,N,11,1
WRE09,2009,2009,6,Q,0,0
WRE10,2010,2010,6,Q,0,0
WRE11,2011,2012,3,N,1,0
WSD00,2000,2010,12,S,10,1
WSD02,2002,2004,12,Q,2,1
WSD03,2003,2003,6,Q,0,0
WSD04,2004,2004,8,Q,0,0
WSD05,2005,2010,10,S,5,1
WSD06,2006,2012,10,S,6,1
WSD08,2008,2012,9,S,4,1
WSD11,2011,2023,10,S,12,1
WSD12,2012,2015,11,S,3,1
WSD14,2014,2015,2,N,1,0
WSD99,1999,1999,6,Q,0,0
WST19,2019,2023,11,S,4,1
WTZ16,2016,2017,2,N,1,0
WTZ18,2018,2018,5,Q,0,0
WTZ21,2021,2021,5,B,0,0
WYO23,2023,2023,5,Q,0,0
XEN14,2014,2014,6,D,0,0
XIN16,2016,2022,9,S,6,1
XIN17,2017,2017,11,S,0,0
YAN19,2019,2019,12,S,0,0
YECOA,1983,1993,2,N,10,1
YESTE,1968,1979,5,N,11,1
YEW03,2003,2008,12,S,5,1
YEW06,2006,2008,4,N,2,1
YEW99,1999,2014,5,N,15,1
YEY80,1980,1987,3,N,7,1
YHO71,1971,1989,1,N,18,1
YHO72,1972,1982,4,N,10,1
YHO74,1974,1990,2,N,16,1
YHO75,1975,1980,9,S,5,1
YHO76,1976,1987,4,N,11,1
YHO78,1978,1978,5,Q,0,0
YHO79,1979,1981,4,N,2,1
YOG06,2006,2022,11,N,16,1
YOG08,2008,2012,9,S,4,1
YOG09,2009,2014,1,S,5,1
YOG12,2012,2016,9,S,4,1
YOS00,2000,2000,6,Q,0,0
YOS01,2001,2014,10,Q,13,1
YOS03,2003,2005,4,N,2,1
YOS05,2005,2009,10,S,4,1
YOS07,2007,2009,3,N,2,1
YOS10,2010,2015,3,N,5,1
YTA70,1970,1970,6,Q,0,0
YTA71,1971,1976,8,S,5,1
YTA72,1972,1986,4,N,14,1
YTA73,1973,1978,4,N,5,1
YTA75,1975,1986,4,Q,11,1
YTA76,1976,1980,10,S,4,1
YTA77,1977,1989,4,N,12,1
YTA80,1980,1981,2,N,1,0
YTAGG,1966,1981,1,N,15,1
YUM18,2018,2018,6,Q,0,0
YUM19,2019,2022,12,S,3,1
YUM20,2020,2022,12,S,2,1
YYURI,2001,2006,,Q,5,1
ZAN95,1995,1995,7,Q,0,0
ZAN98,1998,2001,,Q,3,1
ZAP12,2012,2012,5,Q,0,0
ZAP13,2013,2014,1,N,1,0
ZAPHO,2005,2017,,Q,12,1
ZEB85,1985,1986,3,N,1,0
ZEB89,1989,1990,2,N,1,0
ZEBRA,1974,1990,2,N,16,1
ZEP12,2012,2012,6,Q,0,0
ZEP13,2013,2013,5,Q,0,0
ZEP18,2018,2019,2,N,1,0
ZIR00,2000,2000,5,B,0,0
ZIT21,2021,2023,1,S,2,1
ZUC00,2000,2000,5,Q,0,0
ZUC01,2001,2017,2,N,16,1
ZUC03,2003,2018,1,N,15,1
ZUC05,2005,2005,6,Q,0,0
ZUC06,2006,2007,3,N,1,0
ZUC96,1996,2005,10,A,9,1
ZUC98,1998,2009,4,Q,11,1
ZUN17,2017,2018,1,N,1,0
ZUN18,2018,2019,1,S,1,
